name,group,color,split
roulettetable.jpg,,,train
s/10.jpg,,,train
s/11.jpg,,,train
s/12.jpg,,,train
s/13.jpg,,,test
s/14.jpg,,,test
s/15.jpg,,,test
s/16.jpg,,,train
s/17.jpg,,,test
s/18.jpg,,,train
s/19.jpg,,,train
s/1.jpg,,,train
s/20.jpg,,,train
s/2.jpg,,,train
s/3.jpg,,,train
s/48449.jpg,16,#b7d0ca,train
s/48453.jpg,16,#d3aba2,train
s/48454.jpg,16,#cdced3,val
s/48458.jpg,16,#5e7b89,test
s/48462.jpg,16,#8c7d90,train
s/48468.jpg,16,#eac785,test
s/48473.jpg,16,#d2dede,val
s/48474.jpg,16,#92936b,train
s/48477.jpg,16,#c2bba9,train
s/4.jpg,,,test
s/51111.jpg,16,#dac8bc,val
s/51124.jpg,16,#9f958a,test
s/51317.jpg,16,#a576db,train
s/52427.jpg,16,#e1daca,train
s/52429.jpg,16,#cac2b5,train
s/52430.jpg,16,#847c79,train
s/52503.jpg,16,#758d90,test
s/52504.jpg,16,#8e8370,train
s/52525.jpg,16,#cbcac2,train
s/52528.jpg,16,#e8decb,train
s/52530.jpg,16,#6a6863,val
s/52556.jpg,16,#958b78,train
s/52571.jpg,16,#c4beb2,val
s/5.jpg,,,test
s/6.jpg,,,train
s/77844.jpg,16,#f4eedc,train
s/77850.jpg,16,#e7e3bd,train
s/77852.jpg,16,#e5dac7,train
s/77855.jpg,16,#caba92,test
s/77859.jpg,16,#e6e8e3,val
s/77874.jpg,16,#c5d4ab,train
s/77879.jpg,16,#f3f0e9,train
s/77880.jpg,16,#f2edda,test
s/77881.jpg,16,#d1caad,train
s/7.jpg,,,val
s/8.jpg,,,train
s/9.jpg,,,test
salat.jpg,,,train
Settler.png,,,train
shatobed.jpg,,,train
shatokomod.jpg,,,val
shatosekreterniz.jpg,,,train
shatosekreterverh.jpg,,,test
shatoshkafknizdverki.jpg,,,val
shatoshkafknizotkryt.jpg,,,test
shatoshkafknizshirok.jpg,,,train
shatoshkafplat.jpg,,,train
shatotumba.jpg,,,train
siding_1.jpg,11,#cccccc,train
skin_man_1.jpg,,,train
skin_woman_01.jpg,,,train
slotmachine.jpg,,,train
solo_1.jpg,11,#3e3935,train
solo_2.jpg,11,#c0b0a2,train
solo_3.jpg,11,#a38366,train
solo_4.jpg,11,#cbad87,train
solo_5.jpg,11,#4c3207,test
solo_6.jpg,11,#a36b4c,val
solo_7.jpg,11,#80623b,train
solo_8.jpg,11,#afa793,train
solo_9.jpg,11,#cea578,train
spruce_1.png,,,train
spruce_2.png,,,val
spruce_3.png,,,val
spruce_4.png,,,test
Spy.jpg,,,val
stone_10.jpg,7,#4e3b34,val
stone_11.jpg,7,#4b4240,test
stone_12.jpg,7,#60583a,test
stone_13.jpg,7,#6a4829,train
stone_14.jpg,7,#885d4a,val
stone_15.jpg,7,#756c64,test
stone_16.jpg,7,#949691,train
stone_17.jpg,7,#c8b7a3,train
stone_1.jpg,7,#fbf5ef,train
stone_2.jpg,7,#ebc5ab,train
stone_3.jpg,7,#d8a767,train
stone_4.jpg,7,#f6f4f2,train
stone_5.jpg,7,#c5bdad,train
stone_6.jpg,7,#71a082,train
stone_7.jpg,7,#d1a170,train
stone_8.jpg,7,#a9a497,train
stone_9.jpg,7,#8d9183,val
stucco_1_1.jpg,2,#c2ada8,train
stucco_1_2.jpg,2,#d6d6d6,train
stucco_1_3.jpg,2,#c8bba3,train
stucco_1_4.jpg,2,#a3c4bf,val
stucco_2_1.jpg,2,#c2b3b0,train
stucco_2_2.jpg,2,#c3c0b1,train
stucco_2_3.jpg,2,#aebac3,val
stucco_2_4.jpg,2,#cbcbcb,train
stucco_3_1.jpg,2,#dcb099,val
stucco_3_2.jpg,2,#a8b0c6,train
stucco_3_3.jpg,2,#afc9a8,train
stucco_3_4.jpg,2,#d3c49d,test
stucco_3_5.jpg,2,#cccccc,train
stucco_4_1.jpg,2,#edd1b6,test
stucco_4_2.jpg,2,#dedede,train
stucco_4_3.jpg,2,#c4d4df,test
textile_10_1.jpg,13,#AEA5CF,train
textile_10_2.jpg,13,#D3DDBC,train
textile_1_10.jpg,13,#5f2402,val
textile_1_11.jpg,13,#efefef,train
textile_11_1.jpg,13,#a05b43,val
textile_11_2.jpg,13,#c1c4c4,train
textile_1_1.jpg,13,#41734a,train
textile_12_1.jpg,13,#a79c81,test
textile_12_2.jpg,13,#AABDBE,train
textile_12_3.jpg,13,#CFDED0,train
textile_1_2.jpg,13,#284572,train
textile_13_1.jpg,13,#9cbfa4,test
textile_1_3.jpg,13,#72292a,train
textile_14_1.jpg,13,#a19ba6,train
textile_1_4.jpg,13,#734d05,test
textile_15_1.jpg,13,#7a9874,train
textile_1_5.jpg,13,#5d5956,train
textile_16_1.jpg,13,#9a9586,test
textile_16_2.jpg,13,#869288,train
textile_16_3.jpg,13,#87907e,train
textile_16_4.jpg,13,#ae8370,train
textile_1_6.jpg,13,#2d7473,train
textile_1_7.jpg,13,#40342b,train
textile_17.jpg,13,#a9d0eb,train
textile_18_1.jpg,13,#cbe0e5,test
textile_18_2.jpg,13,#e3e1c9,val
textile_18_3.jpg,13,#c9cce3,train
textile_18_4.jpg,13,#e6e6e6,train
textile_1_8.jpg,13,#272727,train
textile_1_9.jpg,13,#30221b,val
textile_19.jpg,13,#ffffff,train
textile_2_10.jpg,13,#8b3302,train
textile_2_1.jpg,13,#8a6f42,val
textile_21.jpg,13,#ebe5d7,train
textile_2_2.jpg,13,#60a46a,train
textile_22.jpg,13,#c19f71,train
textile_2_3.jpg,13,#3a62a5,train
textile_23.jpg,13,#8c7b61,test
textile_2_4.jpg,13,#822729,train
textile_24.jpg,13,#c6af9f,train
textile_2_5.jpg,13,#a46e07,train
textile_25.jpg,13,#51759F,train
textile_2_6.jpg,13,#83807a,val
textile_26.jpg,,,test
textile_2_7.jpg,13,#5b4a3d,train
textile_27.jpg,,,test
textile_2_8.jpg,13,#242424,train
textile_2_9.jpg,13,#443125,train
textile_3_10.jpg,13,#356c23,train
textile_3_1.jpg,13,#4373c1,val
textile_3_2.jpg,13,#a2814e,test
textile_3_3.jpg,13,#9a3130,train
textile_3_4.jpg,13,#c28406,train
textile_3_5.jpg,13,#9b9690,test
textile_3_6.jpg,13,#6e5847,test
textile_3_7.jpg,13,#2a2a2a,test
textile_3_8.jpg,13,#422109,train
textile_3_9.jpg,13,#a43d02,val
textile_4_1.jpg,13,#fbf3f3,test
textile_4_2.jpg,13,#e4f2de,train
textile_4_3.jpg,13,#e4cfd9,train
textile_4_4.jpg,13,#c46154,train
textile_4_5.jpg,13,#8698d0,val
textile_5_1.jpg,13,#d0cbb8,test
textile_5_2.jpg,13,#e6d8e4,val
textile_5_3.jpg,13,#bfb99b,train
textile_5_4.jpg,13,#c7d7d4,val
textile_5_5.jpg,13,#cdd4c2,train
textile_6_1.jpg,13,#e3d8cd,train
textile_6_2.jpg,13,#545332,train
textile_6_3.jpg,13,#c9c0c1,test
textile_6_4.jpg,13,#d7e0e2,train
textile_6_5.jpg,13,#f8fdf4,train
textile_7_1.jpg,13,#e5d5ce,val
textile_7_2.jpg,13,#b3bcaa,val
textile_7_3.jpg,13,#dbe4db,test
textile_8_1.jpg,13,#BDB395,train
textile_8_2.jpg,13,#CC7C3F,test
textile_9_1.jpg,13,#d0d4b0,train
textile_9_3.jpg,13,#ecc294,train
textile_a_bombei_1.jpg,13,#8e3536,val
textile_a_bombei_2.jpg,13,#d2bcab,train
textile_a_budda.jpg,13,#b9a597,train
textile_a_elly.jpg,13,#595451,val
textile_a_fariba.jpg,13,#4d392b,test
textile_a_flop_1.jpg,13,#3a3a3a,train
textile_a_flop_2.jpg,13,#5d272a,train
textile_a_full_house.jpg,13,#504449,train
textile_a_gang_1.jpg,13,#6c574b,train
textile_a_gang_2.jpg,13,#963733,val
textile_a_glamuir_venael.jpg,13,#535256,train
textile_a_guru.jpg,13,#cdb9a4,test
textile_a_kalkutta_1.jpg,13,#8a3936,train
textile_a_kalkutta_2.jpg,13,#d5b895,val
textile_a_palada.jpg,13,#d87039,train
textile_a_roxana_1.jpg,13,#8a7a61,test
textile_a_roxana_2.jpg,13,#2a293d,val
textile_a_roxana_3.jpg,13,#312318,test
textile_a_royale_flush_1.jpg,13,#996744,val
textile_a_royale_flush_2.jpg,13,#595c60,train
textile_a_soft.jpg,13,#6e170e,val
textile_a_tasman_1.jpg,13,#9e8683,val
textile_a_tasman_2.jpg,13,#d0b8a1,val
textile_a_touch.jpg,13,#4e413c,train
textile_a_trier.jpg,13,#85715e,train
tile_10.jpg,10,#e4ccb6,train
tile_1_1.jpg,10,#55ada2,test
tile_11.jpg,10,#e0d8c9,val
tile_1_2.jpg,10,#569cb1,train
tile_12.jpg,10,#c0ad92,train
tile_13.jpg,10,#7b695a,train
tile_14_1.jpg,10,#c5bcab,test
tile_14.jpg,10,#c5bcab,train
tile_15_1.jpg,10,#b6c6dd,train
tile_15.jpg,10,#b6c6dd,val
tile1.jpg,,,train
tile_2_1.jpg,10,#cbc3a2,train
tile_2_2.jpg,10,#9ac3be,val
tile2.jpg,,,val
tile_3_1.jpg,10,#dbc498,test
tile_3_2.jpg,10,#ddb296,train
tile_3_3.jpg,10,#f3aa7b,test
tile_3_4.jpg,10,#9dd79b,train
tile_3_5.jpg,,,train
tile_4_1.jpg,10,#81cad7,train
tile_4_2.jpg,10,#d4b682,train
tile_6_1.jpg,10,#187a9f,train
tile_6_2.jpg,10,#795944,train
tile_6_3.jpg,10,#8c7d9e,train
tile_7_1.jpg,10,#8cbb9b,val
tile_7_2.jpg,10,#c99e79,val
tile_7.jpg,10,#c99e79,test
tile_8_1.jpg,,,train
tile_8_2.jpg,,,train
tile_8.jpg,10,#777e69,train
tile_9.jpg,10,#939997,test
tire_1.jpg,,,train
tire_4.jpg,,,train
tire_5.jpg,,,val
tire.jpg,,,train
tripwardobe.jpg,,,test
trunk_1.jpg,,,train
trunk1.jpg,,,test
ut/00089692020a9a76/6288dc130bc3669fd.jpg,,,val
ut/00092c1c0db4e6e3/303dc2f706a578f3a.jpg,,,val
ut/0009dba8b472bad9/9a0dc27adff136b40.jpg,,,val
ut/0009e1aa30e6c573/32aff01c75a6fa5c4.jpg,,,val
ut/000a299ca4035d1c/c9bdd9cbe0fdf20fa.jpg,,,val
ut/000ab8b8deaa7e04/4bdf1fd77c62fc8a5.jpg,,,train
ut/000b29a92ea63fdd/dca95e89846f46997.jpg,,,test
ut/000b633d0a57458f/f4a16b6a381b94159.jpg,,,train
ut/000d7efcd9680fef/febac528cbc4f33f5.jpg,,,train
ut/000d8116155a2b22/2725aabe2259420c0.jpg,,,train
ut/000dc82350f5261b/b2eea4abbe388acc5.jpg,,,train
ut/000ec0f01de3c0de/e4021bc96f986ff56.jpg,,,train
ut/000f79ad9af8a382/292baf85480a575c7.jpg,,,train
ut/00120fb707c7194a/ad18c6961b9abdb43.jpg,,,test
ut/0013194afaa54465/579aa2c3268dd6497.jpg,,,val
ut/00140e7e7eec8388/869b4bab3963f439f.jpg,,,train
ut/001712e8b95b00ce/ebac24a50be066a8f.jpg,,,val
ut/00172106d8ca6830/0e721bcf3244c8d61.jpg,,,test
ut/0019c07ed0e441fa/a6427f497bdd5d327.jpg,,,train
ut/0019fc0e92abda20/0ac5c8db1328a399d.jpg,,,train
ut/001b11306b56c735/5315da781d42245ba.jpg,,,train
ut/001cc1507b2f5e95/5b99f619883576591.jpg,,,test
ut/001dc1d7a1f631ce/eabbf4b7793973963.jpg,,,train
ut/001dc26fef535099/99ff8525317dc3d37.jpg,,,val
ut/0020d6341fc1fb51/17cb89a50088fdbb4.jpg,,,train
ut/0020f9bb00b6b19e/e8e751e77f3d23cad.jpg,,,test
ut/002179dcc2c66574/44503bf3fcff697fc.jpg,,,test
ut/0023de3fdf280b1f/fceb7a52f8f7687c2.jpg,,,train
ut/00241bac7177fcb0/01478636410b0f76a.jpg,,,train
ut/00248b64c2f6246e/edf2d1933ef4525de.jpg,,,train
ut/0024e9bb28c4890e/e4207d7e9f9da3647.jpg,,,train
ut/0025d51fc552dae5/570f7d23bd60087f6.jpg,,,test
ut/0027e85abc81f733/3e03ab04e7911fce3.jpg,,,train
ut/002c8c3ec34b37b1/13c39bf1e2eacab04.jpg,,,test
ut/002e033d10ef53a5/50b5343c8672530e0.jpg,,,val
ut/002e19f6779b1a27/74ecf27d5e1565c3c.jpg,,,val
ut/002e1bafec7aea95/59e2c390ac6a78d59.jpg,,,train
ut/0032cf14697aab65/5e1b9eade1dbf50d1.jpg,,,train
ut/0034397ae4174d48/8c3b93ab699305c08.jpg,,,train
ut/0036102bc33c3619/955e756d537783f93.jpg,,,train
ut/00371c2a6af8a694/4790e15eae3a4e906.jpg,,,test
ut/0037d386777c63e6/6aefcfdb09590e977.jpg,,,train
ut/003815cf2549f574/420bb898fdf8ea000.jpg,,,val
ut/003a873b136d875e/e3a1737a66f82c7d8.jpg,,,train
ut/003bad566857e904/4f392981795f77a0f.jpg,,,train
ut/003c5572e8541858/86c3b2a3a1e8e2b99.jpg,,,train
ut/003d8bcab323c7b7/752807548fb680e17.jpg,,,train
ut/003ea76ee9e01a74/4fcff2e0e89ad9d61.jpg,,,test
ut/003ef484423c11c1/113c1eca1acc595c2.jpg,,,train
ut/003faa21a3d1268d/d713a6da3433cb11a.jpg,,,train
ut/0043deb95ce6f1de/e16ff9975adcfdf8a.jpg,,,test
ut/00444115444c37dc/c3cf20b6e1601a561.jpg,,,train
ut/00447573cd84ad4f/ff79ab7de23cd3e1a.jpg,,,val
ut/00467d1dd8837b0a/a55ed241336bd7a58.jpg,,,train
ut/00475b35beb75269/9b9ccd0f809197107.jpg,,,train
ut/004a5531d17511c1/16e5e5dd3e2e5d4ae.jpg,,,val
ut/004a7287d3e646dc/c5223c03cbea8bad8.jpg,,,train
ut/004c74eaddeae8bb/b2a6f8deb118a6808.jpg,,,test
ut/004e15ef594469cb/ba941477e1c1b7703.jpg,,,train
ut/004e8168d5aec4f6/6728fbaac0f8494d9.jpg,,,train
ut/004f0315ca5c42b8/84c348d43858684a2.jpg,,,train
ut/004f5bb6c0550e43/36be03c3e42e01abd.jpg,,,val
ut/004f86f6494b784a/a4e912bee0fedc56f.jpg,,,val
ut/004fbeaf36ebdb35/5e6aca03474ea3d4f.jpg,,,train
ut/0050b85a01f40da6/61c71a30293d52e82.jpg,,,val
ut/00516721cab68b86/6200e19b82749ff84.jpg,,,val
ut/00520b77eb988873/32f948679592324ff.jpg,,,test
ut/005272255da748bf/f3435181536e44056.jpg,,,train
ut/0052e5a21091696e/ee0dcffe1ce4b0ef1.jpg,,,train
ut/00538ba9558476e6/6c6fec7f2ffe3b6ff.jpg,,,train
ut/0053bb432216eb07/7eb11a6eb9e4c959b.jpg,,,val
ut/0054466bc3299f73/3d95db6bc9f41db86.jpg,,,train
ut/0055d1da13fbca16/621fe7eb5f2b97d21.jpg,,,train
ut/005651490c637a17/74579ca1d620e9918.jpg,,,train
ut/0056537b53cfd423/3cfe7d318a3d3779d.jpg,,,val
ut/005673925e6a8d7b/bd55a9c4f3b870bb2.jpg,,,train
ut/005abf3f7e7170d9/910514a7d0903e93f.jpg,,,train
ut/005b11070d9cd5c0/0a0ee598dfc455a3e.jpg,,,val
ut/005b3d5b96a282ae/e9c7dc225fd207936.jpg,,,train
ut/005bcfa5708220cd/d330e0c95a769fe1d.jpg,,,train
ut/005cf41a17cceda7/7cc329ad84f0234a0.jpg,,,val
ut/005cfb3cc98f426a/ad1f9ec94cbbf5e85.jpg,,,test
ut/005f1a3eb2903585/54fc287e9bb9e6989.jpg,,,train
ut/00602f2807615d4b/be154705a05cb27ad.jpg,,,val
ut/0060f2305df3c092/2ebf6a0c34e829ea8.jpg,,,test
ut/00618cd9da678e65/50c1355a9efcefd53.jpg,,,train
ut/0062f61d3d396a4e/ecd50389f4f04eadc.jpg,,,val
ut/00646cfda01ebdd7/7118e0b45d857a3a7.jpg,,,val
ut/0064c4da0dd407f3/3ea767b05740fd3e6.jpg,,,train
ut/0066c02ec2e47216/61c24b4f850d53019.jpg,,,train
ut/0066c9da2c2293f7/76bc984f8c1afd987.jpg,,,val
ut/0067bdf45cfccd8e/ec04e7ee1f18a938e.jpg,,,train
ut/006925feea9db598/88bf0cf83b96ccac4.jpg,,,val
ut/006baad85a6d64e5/52a43df525028e5c7.jpg,,,train
ut/006be4a14022b9eb/b9f76cc240bfbcff0.jpg,,,train
ut/006e4ef8f0703ba8/8b3e5cb13885a7d1a.jpg,,,val
ut/006f38cfc72bb3c8/8abef3ba676b36b9a.jpg,,,test
ut/006f473d701f905b/bb6cbd09bb5d9b3a4.jpg,,,train
ut/006f9f6b69e70fc6/6539e612137bda720.jpg,,,train
ut/00730b35e5b47864/495aa6af1a660faaa.jpg,,,train
ut/0075187ec0d25eb9/9b7029f50d4aeb724.jpg,,,train
ut/0075b00eb021c538/80369e65996d6e23d.jpg,,,test
ut/0076070e71555b04/437fe4b82cef96007.jpg,,,test
ut/00779ede0b1b3a34/4a85dd739af719da6.jpg,,,val
ut/007889fa546b332f/f0c596193b0f8bf31.jpg,,,val
ut/0079a77abcfba533/37099188aad54306b.jpg,,,train
ut/007be08fea245499/96957e8837023732a.jpg,,,val
ut/007c4b66f963517a/a84818fad3adbd427.jpg,,,test
ut/007d8e2b6b907f34/47136ef0e15219029.jpg,,,train
